tempo,valore
1641194100,111.638
1641195000,109.266
1641195900,117.513
1641196800,113.952
1641197700,97.536
1641198600,104.17
1641199500,104.054
1641200400,99.946
1641201300,103.44
1641202200,112.982
1641203100,100.102
1641204000,111.914
1641204900,104.881
1641205800,98.277
1641206700,93.648
1641207600,94.02
1641208500,97.26
1641209400,93.06
1641210300,111.254
1641211200,93.658
1641212100,92.556
1641213000,94.56
1641213900,87.33
1641214800,97.122
1641215700,83.004
1641216600,95.73
1641217500,91.554
1641218400,96.576
1641219300,87.36
1641220200,96.374
1641221100,92.23
1641222000,91.69
1641222900,104.4
1641223800,101.874
1641224700,89.894
1641225600,92.37
1641226500,92.918
1641227400,84.231
1641228300,89.664
1641229200,95.49
1641230100,84.213
1641231000,91.354
1641231900,86.85
1641232800,97.728
1641233700,78.864
1641234600,92.958
1641235500,77.52
1641236400,78.366
1641237300,77.856
1641238200,77.306
1641239100,77.638
1641240000,65.844
1641240900,54.912
1641241800,58.734
1641242700,56.496
1641243600,47.75
1641244500,59.786
1641245400,53.358
1641246300,48.97
1641247200,55.334
1641248100,44.814
1641249000,57.09
1641249900,45.111
1641250800,80.169
1641251700,78.114
1641252600,66.999
1641253500,55.43
1641254400,54.634
1641255300,53.318
1641256200,53.434
1641257100,52.367
1641258000,63.936
1641258900,64.656
1641259800,66.118
1641260700,60.288
1641261600,69.226
1641262500,60.969
1641263400,67.47
1641264300,57.13
1641265200,71.27
1641266100,69.003
1641267000,91.518
1641267900,83.769
1641268800,93.168
1641269700,92.814
1641270600,82.858
1641271500,91.977
1641272400,87.543
1641273300,92.87
1641274200,94.491
1641275100,85.392
1641276000,99.35
1641276900,88.31
1641277800,96.471
1641278700,92.628
1641279600,92.438
1641280500,95.722
1641281400,99.246
1641282300,97.161
1641283200,93.946
1641284100,88.245
1641285000,97.911
1641285900,87.945
1641286800,97.506
1641287700,89.83
1641288600,92.034
1641289500,90.45
1641290400,83.232
1641291300,93.822
1641292200,83.682
1641293100,95.158
1641294000,86.378
1641294900,86.278
1641295800,100.041
1641296700,77.31
1641297600,91.842
1641298500,83.214
1641299400,87.675
1641300300,83.598
1641301200,85.362
1641302100,83.838
1641303000,79.545
1641303900,88.407
1641304800,82.55
1641305700,83.578
1641306600,84.729
1641307500,89.674
1641308400,80.814
1641309300,85.401
1641310200,81.342
1641311100,92.916
1641312000,82.704
1641312900,86.583
1641313800,76.56
1641314700,81.494
1641315600,80.334
1641316500,76.386
1641317400,86.418
1641318300,72.654
1641319200,86.226
1641320100,79.269
1641321000,81.466
1641321900,64.752
1641322800,74.842
1641323700,66.606
1641324600,70.905
1641325500,71.616
1641326400,60.624
1641327300,49.546
1641328200,58.07
1641329100,50.247
1641330000,49.104
1641330900,51.05
1641331800,51.744
1641332700,46.062
1641333600,47.942
1641334500,54.758
1641335400,48.219
1641336300,54.23
1641337200,63.417
1641338100,77.974
1641339000,55.296
1641339900,58.02
1641340800,53.424
1641341700,51.35
1641342600,53.77
1641343500,50.085
1641344400,57.915
1641345300,67.605
1641346200,60.027
1641347100,74.46
1641348000,63.09
1641348900,63.294
1641349800,65.162
1641350700,64.138
1641351600,64.11
1641352500,75.024
1641353400,89.586
1641354300,86.534
1641355200,86.112
1641356100,83.174
1641357000,98.562
1641357900,87.852
1641358800,92.802
1641359700,83.904
1641360600,90.97
1641361500,85.19
1641362400,95.934
1641363300,88.212
1641364200,93.686
1641365100,89.28
1641366000,95.262
1641366900,88.242
1641367800,97.977
1641368700,88.812
1641369600,90.624
1641370500,87.744
1641371400,87.483
1641372300,95.894
1641373200,82.118
1641374100,85.026
1641375000,84.214
1641375900,87.85
1641376800,75.398
1641377700,82.788
1641378600,73.104
1641379500,83.078
1641380400,74.286
1641381300,84.018
1641382200,78.886
1641383100,82.896
1641384000,79.418
1641384900,74.806
1641385800,83.834
1641386700,77.982
1641387600,82.731
1641388500,79.862
1641389400,73.095
1641390300,83.99
1641391200,78.73
1641392100,83.193
1641393000,75.946
1641393900,79.221
1641394800,78.651
1641395700,83.664
1641396600,80.7
1641397500,83.193
1641398400,80.304
1641399300,81.003
1641400200,83.472
1641401100,73.518
1641402000,83.904
1641402900,74.39
1641403800,84.48
1641404700,75.322
1641405600,80.822
1641406500,77.05
1641407400,77.75
1641408300,67.842
1641409200,64.618
1641410100,65.462
1641411000,68.986
1641411900,61.749
1641412800,64.8
1641413700,59.634
1641414600,48.894
1641415500,56.17
1641416400,48.162
1641417300,43.766
1641418200,57.207
1641419100,47.721
1641420000,52.378
1641420900,48.886
1641421800,49.602
1641422700,48.597
1641423600,70.548
1641424500,78.252
1641425400,62.304
1641426300,54.297
1641427200,55.863
1641428100,46.826
1641429000,53.166
1641429900,48.69
1641430800,61.824
1641431700,64.774
1641432600,65.328
1641433500,65.577
1641434400,66.114
1641435300,68.679
1641436200,66.192
1641437100,68.582
1641438000,70.522
1641438900,70.742
1641439800,97.824
1641440700,83.778
1641441600,97.47
1641442500,93.81
1641443400,91.894
1641444300,96.516
1641445200,91.356
1641446100,95.642
1641447000,92.662
1641447900,93.561
1641448800,91.479
1641449700,95.394
1641450600,88.454
1641451500,109.706
1641452400,101.052
1641453300,99.12
1641454200,99.12
1641455100,88.714
1641456000,109.248
1641456900,95.394
1641457800,90.078
1641458700,88.886
1641459600,84.162
1641460500,88.666
1641461400,99.957
1641462300,75.78
1641463200,76.791
1641464100,76.032
1641465000,76.926
1641465900,73.994
1641466800,76.812
1641467700,67.506
1641468600,79.143
1641469500,65.786
1641470400,83.358
1641471300,70.906
1641472200,74.505
1641473100,65.166
1641474000,79.506
1641474900,72.348
1641475800,66.192
1641476700,73.275
1641477600,68.16
1641478500,73.478
1641479400,65.088
1641480300,75.15
1641481200,73.226
1641482100,74.518
1641483000,76.068
1641483900,74.958
1641484800,82.896
1641485700,78.834
1641486600,79.326
1641487500,70.626
1641488400,87.334
1641489300,76.53
1641490200,86.814
1641491100,80.544
1641492000,87.434
1641492900,88.014
1641493800,79.488
1641494700,75.936
1641495600,80.458
1641496500,77.118
1641497400,72.938
1641498300,76.686
1641499200,65.358
1641500100,57.994
1641501000,58.32
1641501900,56.544
1641502800,61.706
1641503700,45.19
1641504600,56.33
1641505500,54.07
1641506400,53.978
1641507300,57.024
1641508200,47.318
1641509100,67.93
1641510000,61.775
1641510900,99.324
1641511800,80.946
1641512700,56.775
1641513600,65.99
1641514500,55.93
1641515400,52.992
1641516300,58.454
1641517200,67.344
1641518100,84.468
1641519000,67.152
1641519900,84.414
1641520800,77.386
1641521700,82.254
1641522600,81.993
1641523500,72.384
1641524400,80.391
1641525300,94.01
1641526200,97.558
1641527100,109.056
1641528000,113.162
1641528900,108.711
1641529800,106.713
1641530700,116.046
1641531600,123.312
1641532500,110.65
1641533400,115.766
1641534300,115.95
1641535200,105.234
1641536100,103.344
1641537000,112.665
1641537900,117.312
1641538800,112.773
1641539700,115.296
1641540600,110.784
1641541500,114.708
1641542400,99.966
1641543300,108.711
1641544200,96.758
1641545100,100.836
1641546000,94.704
1641546900,80.382
1641547800,93.744
1641548700,80.794
1641549600,75.678
1641550500,82.338
1641551400,88.07
1641552300,75.312
1641553200,82.29
1641554100,78.108
1641555000,81.417
1641555900,77.835
1641556800,78.702
1641557700,80.526
1641558600,80.618
1641559500,77.895
1641560400,72.978
1641561300,78.816
1641562200,77.148
1641563100,80.082
1641564000,85.89
1641564900,83.502
1641565800,84.222
1641566700,87.648
1641567600,89.94
1641568500,90.702
1641569400,93.582
1641570300,92.724
1641571200,92.39
1641572100,95.818
1641573000,87.014
1641573900,87.072
1641574800,85.654
1641575700,95.298
1641576600,90.134
1641577500,85.392
1641578400,98.266
1641579300,84.402
1641580200,94.14
1641581100,92.736
1641582000,77.202
1641582900,76.848
1641583800,90.894
1641584700,85.008
1641585600,71.066
1641586500,73.287
1641587400,57.638
1641588300,63.378
1641589200,55.738
1641590100,55.056
1641591000,56.277
1641591900,57.975
1641592800,50.763
1641593700,68.181
1641594600,50.946
1641595500,71.934
1641596400,79.466
1641597300,104.142
1641598200,91.41
1641599100,87.91
1641600000,69.522
1641600900,85.104
1641601800,65.634
1641602700,76.944
1641603600,87.525
1641604500,101.97
1641605400,113.598
1641606300,102.21
1641607200,90.97
1641608100,103.43
1641609000,93.802
1641609900,100.677
1641610800,100.042
1641611700,99.878
1641612600,115.899
1641613500,105.036
1641614400,108.672
1641615300,109.322
1641616200,107.55
1641617100,117.867
1641618000,115.2
1641618900,122.469
1641619800,113.895
1641620700,123.242
1641621600,114.566
1641622500,109.344
1641623400,120.306
1641624300,123.246
1641625200,110.986
1641626100,107.078
1641627000,109.326
1641627900,106.29
1641628800,100.254
1641629700,111.78
1641630600,110.112
1641631500,102.366
1641632400,96.318
1641633300,98.304
1641634200,99.762
1641635100,90.606
1641636000,103.074
1641636900,92.89
1641637800,86.832
1641638700,86.87
1641639600,77.952
1641640500,88.042
1641641400,83.606
1641642300,89.106
1641643200,83.222
1641644100,87.111
1641645000,84.912
1641645900,80.016
1641646800,82.752
1641647700,61.094
1641648600,67.21
1641649500,68.937
1641650400,59.398
1641651300,77.712
1641652200,74.082
1641653100,58.128
1641654000,53.664
1641654900,58.05
1641655800,51.334
1641656700,70.953
1641657600,59.194
1641658500,72.969
1641659400,56.814
1641660300,63.042
1641661200,34.206
1641662100,42.27
1641663000,40.491
1641663900,39.216
1641664800,41.886
1641665700,40.502
1641666600,49.056
1641667500,33.588
1641668400,43.998
1641669300,35.482
1641670200,42.741
1641671100,41.328
1641672000,38.763
1641672900,41.318
1641673800,40.05
1641674700,45.142
1641675600,36.384
1641676500,43.478
1641677400,47.088
1641678300,51.291
1641679200,40.454
1641680100,45.186
1641681000,36.78
1641681900,37.659
1641682800,61.941
1641683700,54.066
1641684600,36.738
1641685500,41.414
1641686400,37.942
1641687300,50.112
1641688200,44.17
1641689100,58.634
1641690000,39.42
1641690900,41.73
1641691800,40.35
1641692700,41.242
1641693600,40.128
1641694500,40.722
1641695400,40.425
1641696300,41.136
1641697200,39.936
1641698100,41.127
1641699000,39.465
1641699900,48.462
1641700800,36
1641701700,43.122
1641702600,39.756
1641703500,40.404
1641704400,40.054
1641705300,40.368
1641706200,40.569
1641707100,40.158
1641708000,37.746
1641708900,40.618
1641709800,40.294
1641710700,39.705
1641711600,37.095
1641712500,40.434
1641713400,47.886
1641714300,40.185
1641715200,38.391
1641716100,37.794
1641717000,33.81
1641717900,43.71
1641718800,40.656
1641719700,40.502
1641720600,39.11
1641721500,38.532
1641722400,39.84
1641723300,39.372
1641724200,35.412
1641725100,39.286
1641726000,34.128
1641726900,39.33
1641727800,35.76
1641728700,36.73
1641729600,36.972
1641730500,34.704
1641731400,32.352
1641732300,40.932
1641733200,36.156
1641734100,35.28
1641735000,41.922
1641735900,34.166
1641736800,40.416
1641737700,38.322
1641738600,36.01
1641739500,38.949
1641740400,33.186
1641741300,41.904
1641742200,38.679
1641743100,37.488
1641744000,37.19
1641744900,40.138
1641745800,37.142
1641746700,35.232
1641747600,43.382
1641748500,39.675
1641749400,40.773
1641750300,39.658
1641751200,40.234
1641752100,38.265
1641753000,47.338
1641753900,42.078
1641754800,43.449
1641755700,40.378
1641756600,40.59
1641757500,47.53
1641758400,46.35
1641759300,39.984
1641760200,41.424
1641761100,43.17
1641762000,49.536
1641762900,41.424
1641763800,44.745
1641764700,35.952
1641765600,47.59
1641766500,41.69
1641767400,47.808
1641768300,42.135
1641769200,85.133
1641770100,113.098
1641771000,96.912
1641771900,107.174
1641772800,104.631
1641773700,107.769
1641774600,86.187
1641775500,99.15
1641776400,106.818
1641777300,95.694
1641778200,105.878
1641779100,108.171
1641780000,100.956
1641780900,100.137
1641781800,85.842
1641782700,98.422
1641783600,97.401
1641784500,112.491
1641785400,115.968
1641786300,111.582
1641787200,108.93
1641788100,121.182
1641789000,124.425
1641789900,119.914
1641790800,125.34
1641791700,121.908
1641792600,124.022
1641793500,119.118
1641794400,116.705
1641795300,126.327
1641796200,124.425
1641797100,119.031
1641798000,125.481
1641798900,117.822
1641799800,126.402
1641800700,121.606
1641801600,111.578
1641802500,127.182
1641803400,133.466
1641804300,115.431
1641805200,119.145
1641806100,136.14
1641807000,115.2
1641807900,123.552
1641808800,90.372
1641809700,122.4
1641810600,113.436
1641811500,107.259
1641812400,112.041
1641813300,119.598
1641814200,113.982
1641815100,102.96
1641816000,106.234
1641816900,107.69
1641817800,108.222
1641818700,95.52
1641819600,111.762
1641820500,93.408
1641821400,102.942
1641822300,94.791
1641823200,103.594
1641824100,87.81
1641825000,88.56
1641825900,97.968
1641826800,95.388
1641827700,101.769
1641828600,99.522
1641829500,101.398
1641830400,101.328
1641831300,104.976
1641832200,95.498
1641833100,110.967
1641834000,95.838
1641834900,104.274
1641835800,102.366
1641836700,113.049
1641837600,104.534
1641838500,102.874
1641839400,108.266
1641840300,100.407
1641841200,97.152
1641842100,93.993
1641843000,95.158
1641843900,91.248
1641844800,85.056
1641845700,69.062
1641846600,61.362
1641847500,71.434
1641848400,56.976
1641849300,53.022
1641850200,72.624
1641851100,63.792
1641852000,57.024
1641852900,63.675
1641853800,55.584
1641854700,77.358
1641855600,72.854
1641856500,102.566
1641857400,87.963
1641858300,73.038
1641859200,85.929
1641860100,72.298
1641861000,87.39
1641861900,84.074
1641862800,75.015
1641863700,97.958
1641864600,108.354
1641865500,69.766
1641866400,97.842
1641867300,71.654
1641868200,98.19
1641869100,68.724
1641870000,92.382
1641870900,114.066
1641871800,115.104
1641872700,114.087
1641873600,119.31
1641874500,112.55
1641875400,118.866
1641876300,121.95
1641877200,119.844
1641878100,107.75
1641879000,117.39
1641879900,123.504
1641880800,127.286
1641881700,120.192
1641882600,125.7
1641883500,124.101
1641884400,106.146
1641885300,124.982
1641886200,122.478
1641887100,121.296
1641888000,117.444
1641888900,111.862
1641889800,110.618
1641890700,105.766
1641891600,102.614
1641892500,103.584
1641893400,92.13
1641894300,104.582
1641895200,85.995
1641896100,93.285
1641897000,86.266
1641897900,88.032
1641898800,92.046
1641899700,91.274
1641900600,92.256
1641901500,87.504
1641902400,87.696
1641903300,84.022
1641904200,89.21
1641905100,87.774
1641906000,88.695
1641906900,87.801
1641907800,85.306
1641908700,82.254
1641909600,86.628
1641910500,76.629
1641911400,87.378
1641912300,75.274
1641913200,84.06
1641914100,90.708
1641915000,81.648
1641915900,96.23
1641916800,88.311
1641917700,84.048
1641918600,97.113
1641919500,87.006
1641920400,90.843
1641921300,88.512
1641922200,91.173
1641923100,96.018
1641924000,92.622
1641924900,101.184
1641925800,92.571
1641926700,84.662
1641927600,93.726
1641928500,80.955
1641929400,95.934
1641930300,92.226
1641931200,69.294
1641932100,72.72
1641933000,59.952
1641933900,62.774
1641934800,55.766
1641935700,56.676
1641936600,57.228
1641937500,53.778
1641938400,59.895
1641939300,54.48
1641940200,62.418
1641941100,56.67
1641942000,75.09
1641942900,96.278
1641943800,82.089
1641944700,70.102
1641945600,69.002
1641946500,61.854
1641947400,69.33
1641948300,55.93
1641949200,82.022
1641950100,87.879
1641951000,90.222
1641951900,100.154
1641952800,79.942
1641953700,87.456
1641954600,87.12
1641955500,94.992
1641956400,96.65
1641957300,95.616
1641958200,102.894
1641959100,113.434
1641960000,119.097
1641960900,123.255
1641961800,118.818
1641962700,110.102
1641963600,112.378
1641964500,113.685
1641965400,125.424
1641966300,116.283
1641967200,111.398
1641968100,112.425
1641969000,116.766
1641969900,112.282
1641970800,126.816
1641971700,119.174
1641972600,125.865
1641973500,115.057
1641974400,119.856
1641975300,118.694
1641976200,115.518
1641977100,115.554
1641978000,111.522
1641978900,106.542
1641979800,101.606
1641980700,106.962
1641981600,89.646
1641982500,110.074
1641983400,103.632
1641984300,86.534
1641985200,99.706
1641986100,86.966
1641987000,88.09
1641987900,93.36
1641988800,85.374
1641989700,93.674
1641990600,86.448
1641991500,85.354
1641992400,87.12
1641993300,77.702
1641994200,90.25
1641995100,87.486
1641996000,81.206
1641996900,90.69
1641997800,81.774
1641998700,85.458
1641999600,84.934
1642000500,85.833
1642001400,90.442
1642002300,87.322
1642003200,102.96
1642004100,91.104
1642005000,92.142
1642005900,95.126
1642006800,88.068
1642007700,99.19
1642008600,95.337
1642009500,98.439
1642010400,98.994
1642011300,93.322
1642012200,95.493
1642013100,86.65
1642014000,82.425
1642014900,94.582
1642015800,84.18
1642016700,89.376
1642017600,76.032
1642018500,69.888
1642019400,59.75
1642020300,58.006
1642021200,64.442
1642022100,56.64
1642023000,46.215
1642023900,72.306
1642024800,50.238
1642025700,66.086
1642026600,55.066
1642027500,53.222
1642028400,83.69
1642029300,86.565
1642030200,85.191
1642031100,59.988
1642032000,78.422
1642032900,57.91
1642033800,72.258
1642034700,56.198
1642035600,81.426
1642036500,89.302
1642037400,85.908
1642038300,85.968
1642039200,77.55
1642040100,90.432
1642041000,89.712
1642041900,90.24
1642042800,85.698
1642043700,96.078
1642044600,114.114
1642045500,119.568
1642046400,120.662
1642047300,114.912
1642048200,110.688
1642049100,124.486
1642050000,116.186
1642050900,118.09
1642051800,112.812
1642052700,117.417
1642053600,126.314
1642054500,122.613
1642055400,117.003
1642056300,119.782
1642057200,116.976
1642058100,121.583
1642059000,128.439
1642059900,125.817
1642060800,121.363
1642061700,126.297
1642062600,126.432
1642063500,125.856
1642064400,115.326
1642065300,113.922
1642066200,99.468
1642067100,110.938
1642068000,108.122
1642068900,101.904
1642069800,90.27
1642070700,92.478
1642071600,101.538
1642072500,87.438
1642073400,100.01
1642074300,80.566
1642075200,95.066
1642076100,88.234
1642077000,90.982
1642077900,73.872
1642078800,95.145
1642079700,76.224
1642080600,83.271
1642081500,73.353
1642082400,90.039
1642083300,73.44
1642084200,79.814
1642085100,78.9
1642086000,78.108
1642086900,86.052
1642087800,83.454
1642088700,95.482
1642089600,90.672
1642090500,86.67
1642091400,91.842
1642092300,89.99
1642093200,92.706
1642094100,89.366
1642095000,84.73
1642095900,95.724
1642096800,85.104
1642097700,97.188
1642098600,89.462
1642099500,76.425
1642100400,97.26
1642101300,85.152
1642102200,79.467
1642103100,82.542
1642104000,80.265
1642104900,68.554
1642105800,65.712
1642106700,57.862
1642107600,58.308
1642108500,52.812
1642109400,65.424
1642110300,48.122
1642111200,56.823
1642112100,58.08
1642113000,58.386
1642113900,54.492
1642114800,83.472
1642115700,81.492
1642116600,81.093
1642117500,76.887
1642118400,69.012
1642119300,56.604
1642120200,67.274
1642121100,55.834
1642122000,75.948
1642122900,89.04
1642123800,88.377
1642124700,75.954
1642125600,97.126
1642126500,89.49
1642127400,92.448
1642128300,84.96
1642129200,84.153
1642130100,96.934
1642131000,108.276
1642131900,117.59
1642132800,110.566
1642133700,122.244
1642134600,122.15
1642135500,112.887
1642136400,115.2
1642137300,121.142
1642138200,116.842
1642139100,110.304
1642140000,111.024
1642140900,124.722
1642141800,118.629
1642142700,120.939
1642143600,122.544
1642144500,106.188
1642145400,103.967
1642146300,103.428
1642147200,107.838
1642148100,103.038
1642149000,112.683
1642149900,118.974
1642150800,107.424
1642151700,101.424
1642152600,94.682
1642153500,104.631
1642154400,87.369
1642155300,93.756
1642156200,86.436
1642157100,90.262
1642158000,80.666
1642158900,90.567
1642159800,86.688
1642160700,85.413
1642161600,86.139
1642162500,75.542
1642163400,87.302
1642164300,84.807
1642165200,75.264
1642166100,79.418
1642167000,75.582
1642167900,75.562
1642168800,74.784
1642169700,73.958
1642170600,75.195
1642171500,70.62
1642172400,77.673
1642173300,76.32
1642174200,71.616
1642175100,85.371
1642176000,78.942
1642176900,80.034
1642177800,85.43
1642178700,76.974
1642179600,86.88
1642180500,82.666
1642181400,82.041
1642182300,79.392
1642183200,86.505
1642184100,81.351
1642185000,90.105
1642185900,76.752
1642186800,79.03
1642187700,67.977
1642188600,85.218
1642189500,71.878
1642190400,62.378
1642191300,57.612
1642192200,53.626
1642193100,59.114
1642194000,50.871
1642194900,48.768
1642195800,60.998
1642196700,57.906
1642197600,53.349
1642198500,57.802
1642199400,59.166
1642200300,55.658
1642201200,76.677
1642202100,109.38
1642203000,77.446
1642203900,83.642
1642204800,77.136
1642205700,72.828
1642206600,74.4
1642207500,62.562
1642208400,96.816
1642209300,99.879
1642210200,99.906
1642211100,90.126
1642212000,89.874
1642212900,95.262
1642213800,89.817
1642214700,94.656
1642215600,99.351
1642216500,99.84
1642217400,97.658
1642218300,104.15
1642219200,105.246
1642220100,113.088
1642221000,102.922
1642221900,106.014
1642222800,110.868
1642223700,113.35
1642224600,106.416
1642225500,111.866
1642226400,119.03
1642227300,107.366
1642228200,101.463
1642229100,114.978
1642230000,106.473
1642230900,104.334
1642231800,110.218
1642232700,118.242
1642233600,100.502
1642234500,101.542
1642235400,100.08
1642236300,87.072
1642237200,98.592
1642238100,84.432
1642239000,98.601
1642239900,83.154
1642240800,77.446
1642241700,81.252
1642242600,78.598
1642243500,77.066
1642244400,78.118
1642245300,68.13
1642246200,74.025
1642247100,80.038
1642248000,73.526
1642248900,62.13
1642249800,65.442
1642250700,64.023
1642251600,58.55
1642252500,55.422
1642253400,53.472
1642254300,52.378
1642255200,56.726
1642256100,56.628
1642257000,56.134
1642257900,46.626
1642258800,43.209
1642259700,41.079
1642260600,42.384
1642261500,40.992
1642262400,52.35
1642263300,44.466
1642264200,44.438
1642265100,47.454
1642266000,37.074
1642266900,35.52
1642267800,41.51
1642268700,35.847
1642269600,40.32
1642270500,35.93
1642271400,36.982
1642272300,39.657
1642273200,37.978
1642274100,37.344
1642275000,35.598
1642275900,38.292
1642276800,39.102
1642277700,36.99
1642278600,35.338
1642279500,39.206
1642280400,38.772
1642281300,39.878
1642282200,37.767
1642283100,39.87
1642284000,37.226
1642284900,41.79
1642285800,34.983
1642286700,41.106
1642287600,33.168
1642288500,43.025
1642289400,39.744
1642290300,41.175
1642291200,41.865
1642292100,40.023
1642293000,43.23
1642293900,42.47
1642294800,44.274
1642295700,42.816
1642296600,40.638
1642297500,38.091
1642298400,46.725
1642299300,42.708
1642300200,43.99
1642301100,39.686
1642302000,36.228
1642302900,36.828
1642303800,50.004
1642304700,39.534
1642305600,40.81
1642306500,39.102
1642307400,41.289
1642308300,37.344
1642309200,47.502
1642310100,39.051
1642311000,41.174
1642311900,38.094
1642312800,43.428
1642313700,42.166
1642314600,41.25
1642315500,37.296
1642316400,46.224
1642317300,40.822
1642318200,39.242
1642319100,35.578
1642320000,49.334
1642320900,37.642
1642321800,39.18
1642322700,38.09
1642323600,36.454
1642324500,35.066
1642325400,35.558
1642326300,36.942
1642327200,35.49
1642328100,38.286
1642329000,34.434
1642329900,35.358
1642330800,35.652
1642331700,36.864
1642332600,30.48
1642333500,37.75
1642334400,36.314
1642335300,34.704
1642336200,34.887
1642337100,34.454
1642338000,35.376
1642338900,36.306
1642339800,35.868
1642340700,34.836
1642341600,34.716
1642342500,33.84
1642343400,37.803
1642344300,36.393
1642345200,33.324
1642346100,39.819
1642347000,33.552
1642347900,34.089
1642348800,37.222
1642349700,35.088
1642350600,32.706
1642351500,39.11
1642352400,39.054
1642353300,38.379
1642354200,38.217
1642355100,38.7
1642356000,38.602
1642356900,37.824
1642357800,41.75
1642358700,39.072
1642359600,39.552
1642360500,38.362
1642361400,39.225
1642362300,39.486
1642363200,36.795
1642364100,40.55
1642365000,38.142
1642365900,39.082
1642366800,37.226
1642367700,38.727
1642368600,35.241
1642369500,38.391
1642370400,35.558
1642371300,43.93
1642372200,42.153
1642373100,36.096
1642374000,81.839
1642374900,95.511
1642375800,78.105
1642376700,79.152
1642377600,72.078
1642378500,61.92
1642379400,66.538
1642380300,56.518
1642381200,71.106
1642382100,70.502
1642383000,73.574
1642383900,70.836
1642384800,71.808
1642385700,73.414
1642386600,74.186
1642387500,75.958
1642388400,73.594
1642389300,93.302
1642390200,105.77
