Giorno;00:00-00:15;00:15-00:30;00:30-00:45;00:45-01:00;01:00-01:15;01:15-01:30;01:30-01:45;01:45-02:00;02:00-02:15;02:15-02:30;02:30-02:45;02:45-03:00;03:00-03:15;03:15-03:30;03:30-03:45;03:45-04:00;04:00-04:15;04:15-04:30;04:30-04:45;04:45-05:00;05:00-05:15;05:15-05:30;05:30-05:45;05:45-06:00;06:00-06:15;06:15-06:30;06:30-06:45;06:45-07:00;07:00-07:15;07:15-07:30;07:30-07:45;07:45-08:00;08:00-08:15;08:15-08:30;08:30-08:45;08:45-09:00;09:00-09:15;09:15-09:30;09:30-09:45;09:45-10:00;10:00-10:15;10:15-10:30;10:30-10:45;10:45-11:00;11:00-11:15;11:15-11:30;11:30-11:45;11:45-12:00;12:00-12:15;12:15-12:30;12:30-12:45;12:45-13:00;13:00-13:15;13:15-13:30;13:30-13:45;13:45-14:00;14:00-14:15;14:15-14:30;14:30-14:45;14:45-15:00;15:00-15:15;15:15-15:30;15:30-15:45;15:45-16:00;16:00-16:15;16:15-16:30;16:30-16:45;16:45-17:00;17:00-17:15;17:15-17:30;17:30-17:45;17:45-18:00;18:00-18:15;18:15-18:30;18:30-18:45;18:45-19:00;19:00-19:15;19:15-19:30;19:30-19:45;19:45-20:00;20:00-20:15;20:15-20:30;20:30-20:45;20:45-21:00;21:00-21:15;21:15-21:30;21:30-21:45;21:45-22:00;22:00-22:15;22:15-22:30;22:30-22:45;22:45-23:00;23:00-23:15;23:15-23:30;23:30-23:45;23:45-00:00;ex1;ex2;ex3;ex4
11/01/2024;1,71;2,41;12,82;15,1;10,18;6,33;24,83;16,67;19,33;29,83;10,56;7,92;23,55;26,39;25,4;5,07;25,59;18,23;0,41;10,1;13,71;20,27;7,79;41,21;44,45;45,96;11,71;43,02;16,07;17,23;50,12;35,31;43,07;51,89;23,25;21,67;43,13;49,58;32,81;30,7;43,8;26,52;54,72;57,87;21,6;8,21;0,6;7,96;58,35;28,65;38,25;26,43;34,31;17,36;57,32;28,82;20,43;12,19;64,76;52,58;49,07;57,73;20,67;32,48;47,19;0,78;52,47;47,81;18,1;14,85;46,08;35,94;26,37;18,33;7,3;14,1;1,74;3,05;22,91;11,24;32,09;13,84;6,54;21,48;10,75;3,93;0,57;7,96;14,78;12,06;8,06;27,63;15,64;8,78;4,02;7,2;;;;
12/01/2024;5,26;18,12;9,41;21,53;10,44;1,46;4,62;0,27;7,99;7,16;20,53;7,66;9,66;11,86;21,97;5,13;16,98;19,68;23,48;20,7;4,65;24,66;28,01;22,71;30,6;29,65;26,91;61,1;36,4;4,75;14,73;32,67;14,23;68,74;18,29;11,06;17,56;36,97;26,56;64,75;58,31;43,78;23,54;31,86;0,14;34,46;56,06;4,88;37,03;59,88;28,11;13,33;18,82;20,38;30,14;32,26;26,42;30,18;33,8;10,0;25,57;35,03;14,1;34,78;27,97;27,68;42,54;22,52;55,19;24,47;22,18;14,38;10,82;2,41;43,47;8,08;1,58;8,4;10,74;17,4;22,63;29,94;24,26;0,12;15,61;2,71;19,29;16,83;16,86;1,87;1,03;10,4;15,91;12,13;7,79;6,3;;;;
13/01/2024;10,79;21,09;26,33;24,81;13,79;15,09;20,06;9,1;3,56;19,37;11,89;4,15;2,17;19,16;9,33;6,05;21,22;8,53;6,32;12,42;13,33;23,98;16,49;1,39;33,35;20,09;49,05;30,15;26,07;8,87;9,28;18,35;44,8;15,18;54,25;14,21;30,17;14,77;37,76;65,44;36,91;69,42;56,93;47,39;36,98;56,76;47,63;51,08;37,2;55,88;21,15;10,45;28,58;25,14;4,95;34,56;41,72;34,94;2,42;44,89;15,52;39,85;21,44;0,48;53,21;13,76;4,33;38,35;1,05;3,89;38,33;8,08;30,41;47,08;38,79;13,29;42,24;32,26;7,83;21,74;26,76;0,04;7,27;5,88;23,16;26,38;9,19;4,79;18,5;2,62;9,98;2,52;22,73;19,04;6,74;7,2;;;;
14/01/2024;21,77;9,31;7,02;11,1;21,8;3,1;16,47;3,0;5,59;0,38;0,57;7,26;21,46;20,03;22,5;21,75;3,53;3,18;24,73;27,18;18,37;15,41;7,79;15,01;27,39;22,91;14,31;22,92;17,59;51,77;7,58;41,85;3,4;30,93;57,58;39,68;47,45;49,47;0,22;39,73;0,0;23,04;38,63;0,65;41,42;22,32;39,51;39,56;54,09;63,24;39,41;61,6;47,73;37,16;16,96;31,49;36,34;34,61;21,2;34,42;37,79;22,38;16,44;1,17;5,14;5,22;9,15;33,42;26,33;10,38;16,91;19,86;16,71;7,99;3,46;16,85;14,46;1,07;6,04;16,84;10,29;23,97;22,41;8,8;17,52;5,54;11,5;18,04;14,04;7,88;22,7;19,63;12,9;15,82;17,2;6,6;;;;
15/01/2024;12,1;6,45;7,17;1,21;4,83;0,35;5,53;11,2;7,18;22,64;19,74;19,65;3,57;22,63;16,37;22,48;6,98;4,71;7,38;2,39;7,24;15,6;31,6;19,41;21,12;0,96;29,7;39,74;56,15;36,96;44,76;8,2;9,32;10,33;16,36;16,14;1,12;34,52;44,34;62,76;22,19;21,96;11,43;31,64;31,01;1,04;30,27;53,4;18,86;20,35;3,78;50,18;43,59;41,52;34,69;13,5;38,97;49,0;13,53;15,06;3,26;16,15;30,47;35,71;37,83;58,16;31,12;36,0;31,35;40,54;37,93;36,51;5,15;10,54;36,79;40,77;33,51;26,12;34,25;6,64;6,35;12,62;12,64;27,54;24,77;3,38;1,05;24,12;15,69;13,97;0,41;6,46;1,49;25,34;8,4;7,2;;;;
16/01/2024;10,43;6,42;17,0;9,83;24,86;25,07;5,94;9,39;9,59;19,74;13,12;23,82;10,24;25,91;2,18;17,8;17,22;3,64;25,72;4,42;5,8;16,59;30,31;7,46;26,0;42,45;34,22;21,8;13,6;52,57;23,42;18,89;20,86;1,8;61,23;32,71;49,12;16,42;5,4;11,54;43,27;17,98;24,84;52,94;17,05;57,11;14,34;26,88;27,12;21,42;0,21;31,29;31,97;23,46;40,31;26,88;20,97;16,34;32,21;10,02;14,86;24,75;44,64;12,02;33,45;16,08;20,74;14,07;47,74;35,83;11,55;18,29;33,99;46,75;18,63;34,91;17,39;35,46;12,75;26,52;4,22;20,41;11,32;12,47;19,09;24,62;12,42;6,89;25,8;25,65;9,57;6,8;25,76;14,29;12,13;7,2;;;;
17/01/2024;18,1;3,68;13,33;2,87;2,22;23,18;25,11;19,91;0,52;0,64;6,72;22,8;25,6;13,79;10,78;13,9;25,68;2,62;3,72;19,9;2,7;16,04;0,57;25,52;1,66;8,0;39,79;31,72;22,86;30,88;14,6;58,37;47,71;17,59;2,08;31,88;20,47;8,73;32,67;7,59;6,26;49,89;48,88;15,63;4,48;43,84;6,81;30,93;35,75;14,05;8,38;37,2;45,72;35,04;35,43;8,08;17,91;39,67;12,62;16,06;23,5;46,75;15,11;2,2;1,77;8,31;6,93;33,37;42,69;13,36;33,46;30,18;48,14;35,72;15,46;2,15;23,87;9,27;7,41;7,6;0,42;3,2;27,96;6,69;19,97;23,72;2,81;19,77;18,81;16,0;21,75;21,78;2,31;16,9;2,31;6,9;;;;
18/01/2024;22,96;3,29;5,42;27,18;0,24;12,6;4,13;22,45;21,0;7,19;3,39;0,59;19,85;16,74;12,46;24,24;28,77;23,05;12,61;17,91;20,47;12,05;29,07;36,64;35,28;36,1;15,75;65,79;29,94;35,73;6,23;0,84;33,95;13,43;3,16;39,44;0,53;29,9;13,89;40,78;10,89;37,85;14,06;63,86;27,48;9,98;52,63;60,49;59,2;38,02;17,26;32,98;27,12;50,01;24,23;29,15;11,91;42,6;5,48;9,74;11,51;28,2;24,43;1,93;56,2;41,73;49,51;7,42;28,43;11,63;55,46;43,51;13,45;3,44;5,63;9,09;42,46;11,63;19,73;10,46;24,07;12,17;21,1;17,76;13,02;22,98;8,34;19,03;23,15;22,71;5,01;5,15;1,24;9,5;15,21;6,6;;;;
19/01/2024;19,12;19,22;21,47;13,06;20,3;24,83;2,89;2,25;21,16;9,0;1,99;20,33;24,8;1,97;0,13;11,26;22,02;18,93;8,7;16,76;22,07;13,65;6,23;4,85;37,14;18,97;31,97;65,53;30,24;43,84;55,85;20,1;17,81;21,43;13,01;46,01;20,68;26,6;29,71;6,85;19,02;13,73;57,12;53,79;34,98;69,06;45,79;37,59;28,89;14,54;13,59;23,54;58,5;33,39;18,9;15,39;10,99;23,91;7,34;32,77;40,24;17,53;23,23;30,31;25,14;60,09;1,8;16,81;8,35;16,56;9,09;4,39;23,65;36,8;1,46;21,2;5,71;2,39;24,44;34,58;32,12;24,65;20,54;10,02;13,4;22,49;19,15;12,61;12,5;22,71;16,03;18,6;5,17;7,54;22,32;6,9;;;;
20/01/2024;15,51;24,05;4,61;24,01;18,96;17,68;1,45;1,18;21,15;20,31;6,79;19,72;23,4;11,47;21,26;7,56;2,85;20,57;5,75;10,74;18,61;21,73;34,69;16,86;8,93;1,25;43,55;12,65;39,64;60,18;25,43;49,23;0,51;55,94;51,95;25,14;38,43;28,12;26,63;64,05;10,64;30,11;49,25;49,59;10,87;3,75;32,32;44,67;6,45;60,59;11,09;30,0;2,85;21,0;23,38;15,88;13,12;48,76;39,79;37,27;13,07;44,29;3,79;56,16;28,06;17,53;36,25;46,5;12,05;27,91;33,21;8,96;37,42;3,0;45,1;32,35;23,04;33,57;25,22;3,82;2,42;10,27;7,81;12,57;2,95;0,99;20,36;10,08;23,19;18,16;23,31;4,92;10,04;1,0;7,71;6,3;;;;
21/01/2024;26,62;10,27;7,11;20,47;7,8;3,51;7,52;11,44;6,64;6,65;15,72;14,14;0,42;7,79;17,34;16,05;6,85;1,3;11,4;22,06;19,23;24,54;30,64;19,48;9,37;14,6;55,44;0,54;43,58;2,24;51,92;26,35;16,77;32,23;19,1;51,96;28,67;7,2;19,66;9,17;50,99;51,79;1,6;63,12;48,24;15,15;12,48;33,17;43,18;19,89;34,91;5,67;13,26;32,97;11,39;47,96;27,83;45,58;24,23;40,2;14,72;50,1;21,25;10,98;21,2;7,03;47,96;29,08;29,81;8,64;49,39;34,5;5,69;25,27;35,47;30,52;37,44;9,56;20,82;26,74;9,17;15,2;27,9;22,06;18,47;25,53;16,76;25,6;15,6;3,07;3,35;9,38;8,42;19,1;5,64;6,3;;;;
22/01/2024;23,1;3,85;10,91;11,76;13,71;6,74;24,51;17,22;19,04;7,44;2,99;14,66;8,52;17,49;6,59;9,18;10,33;8,53;1,98;25,95;14,86;16,71;14,31;39,33;39,07;5,32;16,82;45,67;20,31;35,04;62,48;14,28;56,53;57,42;20,31;14,86;3,2;9,62;50,4;61,69;3,06;51,66;35,97;37,54;61,93;29,07;18,16;22,38;26,65;10,14;40,2;46,5;40,84;21,15;4,78;27,44;40,11;20,71;34,96;50,53;31,7;44,5;17,39;3,87;15,41;31,86;6,67;23,05;10,88;43,82;41,18;49,64;29,14;28,26;34,91;41,15;1,57;22,47;28,14;19,86;9,93;16,43;18,14;16,73;25,97;27,25;22,76;20,57;3,88;22,76;19,81;11,84;2,06;1,52;7,82;6,6;;;;
23/01/2024;11,26;23,13;23,04;2,04;25,63;16,6;3,21;14,68;21,46;10,8;14,69;1,84;17,28;14,5;4,45;3,84;5,62;5,85;12,1;7,83;27,44;28,64;12,09;38,39;40,73;49,45;20,65;23,6;4,74;61,94;37,6;61,13;28,41;53,8;24,54;7,41;7,62;47,48;16,26;23,09;54,35;18,11;50,56;29,11;34,56;58,82;22,21;5,76;4,56;30,12;21,88;40,32;3,87;28,9;6,28;24,13;26,97;7,96;30,32;11,78;23,25;28,11;9,49;8,89;46,17;11,13;10,11;43,92;16,09;1,7;8,75;23,7;41,97;21,13;20,97;4,92;32,38;15,53;0,2;32,99;31,95;16,67;15,42;16,33;2,43;28,07;5,81;18,29;16,18;6,54;6,5;9,64;17,32;5,26;18,8;6,6;;;;
24/01/2024;20,64;25,25;6,86;16,0;4,38;19,7;5,03;16,49;20,16;16,39;9,21;10,27;3,14;21,85;17,87;22,35;9,64;4,17;13,31;5,3;23,84;14,45;15,07;36,34;8,23;46,46;16,04;36,94;26,98;40,91;51,26;27,63;33,02;64,29;48,44;16,42;19,24;2,51;39,13;10,91;0,17;42,35;12,92;47,65;20,46;48,8;19,07;27,77;10,49;27,93;37,95;4,26;2,23;33,14;5,0;38,19;3,84;2,58;33,93;3,25;37,1;27,56;49,55;38,76;21,43;4,98;21,68;24,4;36,98;35,75;36,88;36,65;13,56;31,64;36,77;4,74;13,74;34,75;4,12;16,7;29,02;17,43;11,07;15,46;23,42;3,99;13,81;7,82;15,32;18,83;10,56;11,64;27,01;13,04;5,3;6,6;;;;
25/01/2024;4,53;3,57;16,6;25,96;6,5;11,76;26,1;22,53;4,43;2,82;19,43;20,31;20,22;19,79;5,52;17,86;16,32;1,19;20,82;7,34;25,51;1,28;18,89;6,1;31,75;54,03;39,52;53,29;14,22;55,66;31,2;31,11;4,36;39,65;31,83;65,13;35,36;26,83;19,58;23,56;28,76;42,05;20,27;56,74;13,97;62,26;4,25;52,15;7,38;52,63;7,98;31,3;30,32;19,77;45,09;1,18;50,37;14,77;45,87;44,33;0,34;25,91;31,41;52,67;25,43;55,8;45,56;34,65;56,58;9,54;14,88;13,48;8,87;22,54;40,86;43,9;9,07;19,83;14,26;19,38;0,44;15,23;2,34;8,67;20,28;9,64;25,93;12,59;19,19;0,88;10,22;14,57;5,06;7,18;4,42;7,2;;;;
26/01/2024;9,13;25,35;10,39;4,79;25,94;20,18;12,33;3,43;25,31;0,37;0,93;12,59;10,51;17,85;8,03;15,49;18,3;11,33;7,27;16,59;9,88;19,43;14,32;1,61;29,46;30,84;32,13;24,92;60,22;28,14;18,03;41,93;18,32;62,27;35,54;46,48;3,31;28,31;23,5;1,9;58,95;53,33;50,81;57,09;35,46;42,44;23,65;52,96;31,99;5,24;49,2;3,18;15,71;43,3;51,74;55,08;5,34;15,57;32,12;8,42;17,96;29,9;42,47;32,06;5,31;27,17;31,35;41,93;23,15;30,1;31,63;34,06;37,13;18,91;1,39;4,56;1,92;1,98;18,58;30,36;21,77;7,02;8,65;4,11;24,37;25,98;18,39;13,29;24,78;19,77;15,94;16,63;23,58;13,87;18,49;6,9;;;;
27/01/2024;0,22;19,2;24,24;7,34;4,51;2,55;17,41;0,53;8,84;17,66;9,71;22,72;12,27;15,56;13,19;12,1;2,36;10,58;12,05;9,46;32,11;22,42;27,07;22,4;10,93;8,17;36,21;40,88;26,15;12,8;63,81;21,56;22,21;55,2;29,67;9,97;15,78;45,66;51,55;36,29;8,58;9,93;56,88;40,29;4,63;31,54;32,05;27,1;43,86;9,47;56,45;62,15;5,61;25,49;1,31;35,36;8,67;43,83;37,26;58,06;53,19;9,7;24,27;55,05;24,03;10,71;35,25;21,54;47,34;25,02;33,04;41,1;15,66;6,11;44,4;23,64;12,25;27,92;29,12;19,67;8,47;27,25;27,89;0,54;19,52;17,36;23,04;12,73;1,65;20,2;23,13;19,11;13,85;24,87;20,34;6,3;;;;
28/01/2024;13,24;8,41;0,05;0,32;22,27;2,37;27,37;8,98;21,66;2,64;20,7;10,24;6,45;6,88;21,35;14,4;21,28;0,85;19,7;23,66;8,88;2,07;20,2;5,58;12,5;18,35;52,93;46,95;4,53;40,14;37,6;44,42;41,94;53,32;44,55;15,47;31,92;54,6;2,68;40,02;38,97;52,9;46,64;51,84;6,59;12,57;10,27;3,38;19,01;6,0;33,08;27,49;38,42;35,32;3,17;32,84;1,7;0,96;8,33;21,27;0,37;11,36;4,7;34,47;0,39;43,92;8,86;46,02;32,38;25,21;22,76;49,38;8,02;15,63;16,02;19,29;19,18;33,19;25,68;20,47;19,23;5,66;5,03;4,25;20,33;12,65;23,55;7,29;1,55;3,34;16,59;11,48;4,92;20,5;3,29;6,9;;;;
29/01/2024;22,89;19,62;17,02;6,23;4,47;0,67;24,21;3,04;17,84;10,53;17,38;14,82;21,18;1,1;3,96;18,83;6,57;12,88;5,56;15,36;27,71;24,8;24,44;1,0;32,25;11,6;39,19;17,85;6,46;18,5;8,33;10,05;48,79;34,26;8,17;24,77;59,69;53,12;34,03;37,05;10,58;53,75;64,93;11,1;6,52;28,05;17,76;26,54;3,61;11,03;0,06;13,17;15,51;33,96;34,67;41,24;52,06;50,28;5,11;33,31;22,71;37,71;31,38;44,01;40,31;1,37;31,01;53,84;19,51;44,23;9,87;19,93;10,33;2,76;22,1;12,54;7,63;17,44;23,1;27,9;5,68;11,95;13,85;21,58;7,64;24,16;4,61;13,6;18,06;2,76;13,21;1,63;9,92;12,36;8,61;6,6;;;;
30/01/2024;21,99;8,22;14,62;26,63;4,2;15,37;1,61;19,66;17,87;22,87;3,28;7,81;12,55;20,79;22,03;11,36;14,02;17,51;11,47;10,94;1,53;14,81;23,16;18,59;24,97;32,51;44,46;7,54;22,24;15,72;28,19;28,8;14,17;35,58;38,32;22,3;37,99;37,18;7,56;8,97;7,2;16,8;51,91;17,4;59,86;11,47;50,09;12,85;45,7;15,1;57,27;39,26;45,8;24,14;40,96;13,93;6,97;38,56;13,94;8,88;3,16;13,28;21,6;12,26;15,32;23,69;28,61;26,91;20,68;9,23;15,76;23,59;51,72;42,55;19,39;0,69;23,77;22,83;9,39;23,45;9,13;26,09;0,43;16,5;10,63;14,37;20,64;4,99;11,62;7,56;17,73;18,51;2,7;8,51;7,95;6,3;;;;
31/01/2024;9,05;9,3;5,9;24,84;9,35;24,58;1,18;9,96;5,0;12,64;22,1;11,29;1,13;10,43;21,38;19,82;14,73;13,14;3,75;2,41;10,15;13,03;9,22;30,22;6,23;21,08;33,4;20,11;7,06;3,74;2,19;28,42;11,61;35,04;44,47;55,74;31,14;26,53;22,49;30,06;58,05;16,31;53,42;16,21;40,78;30,8;3,99;14,72;20,67;48,2;39,94;26,02;47,5;41,82;19,73;3,15;15,52;39,39;0,59;12,39;22,45;26,12;0,97;10,65;2,79;37,44;44,47;52,96;30,45;28,46;26,86;38,37;39,47;3,91;15,18;13,35;22,24;7,04;8,25;21,46;27,99;2,74;20,83;13,61;22,9;2,66;1,2;21,45;21,69;24,82;21,53;8,4;24,79;15,07;25,59;6,9;;;;
